"name","orig_id","streetAddress","state","location"
"DELI MART","APH171098","789 Main St","NJ","40.904173,-74.042543"
"CLIFTON PHARMACY RX LLC","APH335296","730 Clifton Ave","NJ","40.869636,-74.155783"
"RITE AID #3774","ANY031046","2426-34 Eastchester Road","NY","40.861983,-73.843066"
"7-ELEVEN #32949","APH146524","1202 Main Ave","NJ","40.877271,-74.141108"
"WALGREENS #17665","ANY231752","3480 Jerome Ave","NY","40.882185,-73.881649"
"WALGREENS #12309","ANY200446","2504 Eastchester Rd","NY","40.86299,-73.84342"
"SHIP PLUS MORE LLC","APH312734","594 Lexington Ave","NJ","40.88092,-74.134693"
"7-ELEVEN #36429","APH276841","60 Valley St","NJ","40.744623,-74.259221"
"GNM DELI & GROCERY","ANY931331","22801 147th Ave","NY","40.65812,-73.759536"
"7-ELEVEN #11434","APH136877","1361 Stuyvesant Ave","NJ","40.702786,-74.26282"
"WALGREENS #3916","ANY198301","758 Arthur Kill Rd","NY","40.560029,-74.166447"
"WESTCHESTER CHECK CASHING","ANY223919","1 Saw Mill River Rd","NY","40.93934,-73.884183"
"ACME #1764","APH329796","510 Valley Rd","NJ","40.836708,-74.20673"
"ACME #1992","APH328564","75 Mayhill Street","NJ","40.897915,-74.0916"
"KONYA MARKET INC","APH337429","726 Mola Blvd","NJ","40.89191,-74.112332"
"RITE AID #3858","ANY031101","901 E Gun Hill Rd","NY","40.875479,-73.859986"
"WALGREENS #5051","ANY198488","21914 Merrick Blvd","NY","40.678982,-73.750257"
"PAGE AVE CHECK CASHING","ANY216045","3285 Richmond Ave","NY","40.559667,-74.16928"
"DOLLAR GENERAL #11824","APH323581","419 Market St","NJ","40.897766,-74.097497"
"SEA FANE LLC","APH332611","115 Saint George Ave","NJ","40.592826,-74.290831"
"DOLLAR GENERAL #21127","APH338068","1812 Springfield Ave","NJ","40.721268,-74.266923"
"PHILL DELI GROCERY","ANY241191","22026 Merrick Blvd","NY","40.678705,-73.748426"
"GUNHILL FUEL CORP","ANY223096","1255 E Gun Hill Rd","NY","40.873383,-73.851128"
"WALGREENS #13711","APH287225","20 W Hudson Ave","NJ","40.910036,-73.969116"
"RAINBOW DELL & DISCOUNT LIQUOR","APH336626","292 Lakeview Ave","NJ","40.885113,-74.138188"
"7-ELEVEN #34050","APH240606","205 Route 46","NJ","40.893607,-74.117848"
"7-ELEVEN #36049","APH278205","33 W Edgar Rd","NJ","40.626218,-74.243335"
"SHRIJI FOODS AT LINDEN","APH272957","100 W 15th St","NJ","40.622336,-74.240861"
"WALGREENS #4092","APH283782","593 Market St","NJ","40.898121,-74.104584"
"7-ELEVEN #36089","APH273332","490 Valley St","NJ","40.735012,-74.268161"
"WALGREENS #19196","ANY231817","3040-44 Eastchester Rd","NY","40.870319,-73.843063"
"CUREWELL PHARMACY","ANY242093","1785 Dutch Broadway","NY","40.700894,-73.675229"
"LEGACY GROCERY & CONVENIENT","ANY933388","3738 White Plains Rd","NY","40.882647,-73.863358"
"7-ELEVEN #34219","APH227595","1080 Galloping Hill Rd","NJ","40.676738,-74.267244"
"WALGREENS #17957","APH311557","327 Chestnut St","NJ","40.677744,-74.267513"
"DOLLAR GENERAL #19233","ANY240772","11335 Springfield Blvd","NY","40.703179,-73.740518"
"WALGREENS #7311","APH284574","406 S Washington Ave","NJ","40.914145,-73.997905"
"SOUTHSHORE PHARMACY CORP","ANY150077","4020 Hylan Blvd","NY","40.54161,-74.14655"
"WALGREENS #6620","APH284321","120 E 1st Ave","NJ","40.660056,-74.262893"
"RITA PHARMACY - ROSELLE PARK","APH188786","200 Chestnut St","NJ","40.662902,-74.264297"
"NICKS CANDY STORE","APH106616","207 Chestnut St","NJ","40.658538,-74.262991"
"GOOD LUCK SHOP","APH335362","207 Chestnut St","NJ","40.658439,-74.263222"
"DOLLAR GENERAL #12585","APH324032","108 Chestnut St","NJ","40.659302,-74.264055"
"ITD CONSULTING LLC","APH167808","13 S Wood Ave","NJ","40.629931,-74.250179"
"Kmart #7654","ANY235031","300 Baychester Ave","NY","40.866554,-73.829473"
"RITE AID #03865","ANY149637","21835 Hempstead Ave","NY","40.713833,-73.737197"
"20/20 SUPERMARKET","ANY933421","5814 Beach Channel Dr","NY","40.594924,-73.786883"
"7-ELEVEN #22645","APH138154","450 Rochelle Ave","NJ","40.910349,-74.072582"
"RZ DISCOUNT STORE","APH277051","214 Haledon Ave","NJ","40.932853,-74.175893"
"STOP & SHOP #2513","ANY169097","4343 Amboy Rd","NY","40.545949,-74.160533"
"RITE AID #1809","ANY028176","22214 Linden Blvd","NY","40.694319,-73.73798"
"7-ELEVEN #27887","APH139177","1275 Chestnut St","NJ","40.643475,-74.259267"
"INNER CITY CHECK CASHING","ANY146272","622a Main St","NY","40.906016,-73.785522"
"DOLLAR GENERAL #11809","APH323558","449 Lakeview Ave","NJ","40.890493,-74.139263"
"7-ELEVEN #27442","APH139078","500 Locust St","NJ","40.666434,-74.268527"
"7-ELEVEN #33475","APH219938","357 Market St","NJ","40.899835,-74.115439"
"WALGREENS #17828","ANY231796","3901 White Plains Rd","NY","40.885854,-73.861748"
"7-ELEVEN #37933","ANY225472","500 Baychester Ave","NY","40.869205,-73.831634"
"ROSELLE CHECK CASHING","APH175443","120 Locust St","NJ","40.6591,-74.266595"
"RITE AID #10538","ANY129507","4368 Amboy Rd","NY","40.544759,-74.160851"
"WALGREENS #3431","APH283672","2148 Morris Ave","NJ","40.697612,-74.276573"
"HEALTHY LIVING FOOD STORE","ANY931694","22514 Linden Blvd","NY","40.693736,-73.735642"
"HK STATIONARY","ANY929495","2055  Bartow Ave","NY","40.869554,-73.828533"
"WALGREENS #7627","ANY198763","3575 Boston Rd","NY","40.87875,-73.84367"
"RITE AID #2669","ANY030979","2063 Bartow Ave","NY","40.86958,-73.82826"
"VITAL CARE PHARMACY","ANY194286","3958 White Plains Rd","NY","40.88763,-73.86047"
"7-ELEVEN #23491","APH138242","528 N Wood Ave","NJ","40.633898,-74.258029"
"A & G WINES & LIQUORS INC","ANY936424","23216 Merrick Blvd","NY","40.674757,-73.737298"
"7-ELEVEN #32153","ANY160405","24615 Northern Blvd","NY","40.766163,-73.740334"
"CFSC - CHECKS CASHED #85","ANY207728","202 North Ave Ste 2","NY","40.909661,-73.780842"
"ELTINGVILLE PHARMACY","ANY936688","3948 Richmond Ave","NY","40.541696,-74.163218"
"WALGREENS #4109","APH283793","22 E Saint Georges Ave","NJ","40.6377,-74.263437"
"WALMART #003469","APH344809","1050 W Edgar Rd","NJ","40.6182,-74.252099"
"7-ELEVEN #39228","APH235372","2264 Morris Ave","NJ","40.698839,-74.281546"
"A S AND R PETROLEUM INC","ANY114437","5914 Riverdale Ave","NY","40.90754,-73.90395"
"7 ELEVEN #34174","APH218982","287 Bloomfield Ave","NJ","40.827246,-74.237758"
"7-ELEVEN #32123","ANY091293","22508 Jamaica Ave","NY","40.722111,-73.729627"
"E-Z CHEK FOOD STORE","APH306036","1015 N Wood Ave","NJ","40.637633,-74.264845"
"STOP & SHOP #537","ANY098959","24926 Northern Blvd","NY","40.767662,-73.737563"
"KING COMMUNITY PHARMACY","ANY930275","161 Dreiser Loop","NY","40.875865,-73.829066"
"RITE AID #4836","ANY030199","24514 Francis Lewis Blvd","NY","40.664504,-73.734672"
"RITE AID #4294","ANY078148","4159 White Plains Rd","NY","40.892171,-73.858254"
"KEY FOOD","ANY215253","244 Arden Ave","NY","40.553428,-74.192084"
"STOP & SHOP #2552","ANY137142","50 Cherry Valley Ave","NY","40.70662,-73.654437"
"ACME #1096","APH328607","801 Boulevard","NJ","40.678238,-74.28362"
"ST CLOUD WINE & LIQUORS","APH205100","529-533 Northfield Ave","NJ","40.770467,-74.278181"
"WALGREENS #13705","APH287171","2933 Vauxhall Rd","NJ","40.720915,-74.28853"
"DUANE READE #14256","ANY219224","24946 Horace Harding Expy","NY","40.761098,-73.730333"
"SUNNYSIDE SWEET SHOP","APH220576","903 Wood Ave","NJ","40.645162,-74.274441"
"RITE AID #238","APH050427","10 Portland Ave","NJ","40.927309,-73.997879"
"7-ELEVEN #34523","APH244017","29 County Rd","NJ","40.92513,-73.963305"
"WALGREENS #13701","APH287126","342 Claremont Ave","NJ","40.830699,-74.243101"
"RITE AID #3980","ANY031112","1179 E 233rd St","NY","40.88885,-73.84313"
"7-ELEVEN #22413","ANY090478","910 W Merrick Rd","NY","40.67408,-73.72707"
"CONVENIENCE MART CORP.","ANY138297","410 City Island Ave","NY","40.849956,-73.787281"
"STOP & SHOP #2570","ANY933377","253-01 Rockaway Boulevard","NY","40.638817,-73.739625"
"CHALLENGER II CHECK CASHING","ANY174101","25314 Rockaway Blvd","NY","40.635682,-73.740479"
"IMRAN DELI INC","ANY125592","137 Sheridan Blvd","NY","40.61525,-73.75242"
"FATTAL'S SYRIAN BAKERY INC","APH293879","975 Main St","NJ","40.894554,-74.159376"
"COLD CUT CENTER","APH289249","1291 Roosevelt Ave","NJ","40.592891,-74.242366"
"7-ELEVEN #36488","APH298643","584 Kinderkamack Rd","NJ","40.927607,-74.034029"
"7-ELEVEN #34247","APH234711","573 W Westfield Ave","NJ","40.659607,-74.282165"
"7-ELEVEN #34531","APH235174","1299 Roosevelt Ave Ste 1","NJ","40.592782,-74.243197"
"STOP & SHOP #835","APH052506","34 W Railroad Ave","NJ","40.926924,-73.964836"
"7-ELEVEN #11426","APH136811","53 N Washington Ave","NJ","40.929364,-73.995261"
"7-ELEVEN #37188","APH303912","1068 Main St","NJ","40.928267,-74.038825"
"WALGREENS #17499","ANY232324","691 Co-op City Blvd Ste L","NY","40.880959,-73.82344"
"7-ELEVEN #34329","APH227605","2319 Route 22","NJ","40.690738,-74.291724"
"7-ELEVEN #34329","APH338596","2319 Route 22","NJ","40.690738,-74.291724"
"WALMART #005293","ANY936325","77 Green Acres Rd","NY","40.660941,-73.726722"
"7-ELEVEN #37072","APH293329","930 W Saint Georges Ave","NJ","40.62872,-74.271854"
"7-ELEVEN #39375","APH235361","720 River Rd","NJ","40.930832,-74.025261"
"COLOMBIA EXPRESO ENVIA","APH308027","891 Main St","NJ","40.896946,-74.161502"
"ACME #2417","ANY241168","660 Mclean Ave","NY","40.90904,-73.87862"
"DOLLAR GENERAL #19209","ANY240507","4412 White Plains Rd","NY","40.898808,-73.853823"
"7-ELEVEN #25986","ANY105176","471 Mclean Ave Ste 3","NY","40.91079,-73.88273"
"GB CHECK CASHING","APH306135","1520 Roosevelt Ave Unit 1508","NJ","40.595502,-74.25072"
"DUANE READE #14204","ANY219158","678 Mclean Ave","NY","40.908993,-73.875497"
"ALI'S CHECK CASHING #3","APH188126","650 State St","NJ","40.520182,-74.263862"
"WALGREENS #2778","ANY198158","2095 Dutch Broadway","NY","40.69389,-73.71682"
"FILIPPONES TOWN PHARMACY","APH248451","501 Boulevard","NJ","40.67577,-74.292112"
"MORIBITOS PHARMACY","APH335791","21 N 20th St","NJ","40.677253,-74.292597"
"BILLSTRA PHARMACY","APH331346","608 21st Ave Ste 1","NJ","40.905439,-74.147065"
"KENILWOTH FRESH MARKET","APH340542","488 Boulevard","NJ","40.675959,-74.292543"
"7-ELEVEN #33094","ANY193175","480 Rockaway Tpke","NY","40.62871,-73.73735"
"WALGREENS #17926","ANY230289","4232 Baychester Ave","NY","40.896613,-73.845041"
"7-ELEVEN #35026","ANY168414","25302 Union Tpke","NY","40.743899,-73.717146"
"MANACLA FOOD LLC","ANY933014","29 Village Ave","NY","40.695753,-73.714807"
"7-ELEVEN #34229","ANY161154","254 Elmont Rd","NY","40.69878,-73.714453"
"FRIENDLY PHARMACY","ANY107947","495 Beach 20th St","NY","40.599691,-73.754417"
"TONYS PHARMACY INC","APH335856","534 21st Ave","NJ","40.905875,-74.150741"
"KASIYAWU V.I.P. TRAVELS LLC","ANY226374","421a S Broadway","NY","40.919027,-73.896381"
"RITE AID #02541","ANY077554","420 S Broadway","NY","40.91906,-73.896146"
"WALGREENS #19224","ANY232434","255-01 Union Turnpike","NY","40.745844,-73.715656"
"EXPRESS CHECK CASHING","APH302966","1831 Paterson St","NJ","40.605689,-74.263148"
"RITE AID #4861","ANY028594","50 Great Neck Rd","NY","40.785886,-73.727696"
"7-ELEVEN #27690","ANY160373","25402 Hillside Ave","NY","40.735943,-73.713134"
"7-ELEVEN #11432","APH136866","280 Main St","NJ","40.935622,-74.021199"
"WALGREENS #11804","APH286554","241 N Washington Ave","NJ","40.936125,-73.994578"
"WALGREENS #15593","APH295925","750 Main St","NJ","40.900893,-74.16602"
"EDI SERVICE CORP","ANY936534","541 W Merrick Rd","NY","40.669858,-73.716228"
"WALGREENS #11509","ANY200095","6 Mclean Ave","NY","40.920762,-73.895672"
"7-ELEVEN #39225","APH227869","31-28 Broadway","NJ","40.924252,-74.104405"
"STATION CONVENIENCE INC","ANY930385","10 S Station Plz","NY","40.786894,-73.726501"
"WALMART #003292","APH343776","900 Springfield Rd","NJ","40.687088,-74.299907"
"RONALD'S WIRELESSPLUS INC","ANY932936","494 Hempstead Tpke","NY","40.708202,-73.709244"
"ONE STOP CONVENIENT STORE LLC","ANY931485","260 Riverdale Ave","NY","40.923728,-73.900781"
"7-ELEVEN #11463","APH137119","356 Rifle Camp Rd","NJ","40.891389,-74.187895"
"7-ELEVEN #29430","APH139276","91 Broadway","NJ","40.919687,-74.124615"
"7-ELEVEN #35691","ANY204044","788 Middle Neck Rd","NY","40.808389,-73.735971"
"C-TOWN SUPERMARKET","APH204891","680 Main St","NJ","40.902795,-74.167381"
"TONY'S PHARMACY","APH168667","357 21st Ave","NJ","40.907042,-74.158471"
"ALI'S CHECK CASHING #1","APH088323","352 State St","NJ","40.510343,-74.266758"
"HCC CORP","ANY000763","116a Fulton Ave","NY","40.706263,-73.632452"
"STOP & SHOP #556","ANY038658","132 Fulton Ave","NY","40.704822,-73.631303"
"7-ELEVEN #39556","APH249209","100 W Madison Ave","NJ","40.94048,-73.999301"
"PLAZA CAFE & DELI LLC","APH345316","536-550 Straight St","NJ","40.905745,-74.166362"
"JAMES SUPERMARKET","APH293462","465 New Brunswick Ave","NJ","40.517356,-74.279312"
"WALGREENS #13440","APH286983","125 Morris Ave","NJ","40.709838,-74.307051"
"EGEEK PRO INC","ANY931386","233 N Central Ave","NY","40.674101,-73.709284"
"WALGREENS #15160","ANY219367","655 Rossville Avenue","NY","40.542623,-74.206576"
"7-ELEVEN #29086","ANY091095","190 N Central Ave","NY","40.67274,-73.70913"
"GARDEN STATE NEWS & MEGAZINES","APH332875","1457 Irving St","NJ","40.612773,-74.277165"
"HOSPITAL PHARMACY","APH319533","544 Market St","NJ","40.911872,-74.155531"
"WALGREENS #13863","APH298687","228 Browertown Rd","NJ","40.882338,-74.209434"
"RITE AID #4552","ANY183055","2 Whitney Ave","NY","40.72913,-73.70427"
"WALGREENS #2682","APH283496","406 E Madison Ave","NJ","40.941614,-73.977257"
"ALI'S CHECK CASHING #2","APH088378","298 Smith St","NJ","40.510732,-74.275707"
"WALGREENS #9972","ANY199258","1046 Yonkers Ave","NY","40.91403,-73.85837"
"WALGREENS #15369","ANY212074","290 W Merrick Rd","NY","40.66776,-73.7082"
"SUNRISE CHECK CASHING #11","ANY190633","154 Main St","NY","40.711846,-73.625912"
"STOP & SHOP #2582","ANY213415","85 East Park Avenue","NY","40.589535,-73.662604"
"KRAUSER'S FOOD STORE","APH334316","643 Port Reading Ave","NJ","40.569143,-74.244018"
"PAGE AVE CHECK CASHING LLC","ANY165619","960 Bloomingdale Rd","NY","40.54952,-74.22099"
"7-ELEVEN #34228","ANY155094","250 Jericho Tpke Ste 50","NY","40.728799,-73.701494"
"7-ELEVEN #34554","APH234700","35 Madison Ave","NJ","40.942189,-73.964224"
"KING KULLEN #56","ANY103635","231 W Merrick Rd","NY","40.668901,-73.705947"
"PRESCRIPTION WORLD","ANY231686","711b Seagirt Ave","NY","40.596,-73.7422"
"7-ELEVEN #24568","ANY090719","1571 Hempstead Tpke","NY","40.70723,-73.69882"
"7-ELEVEN #34909","ANY211039","287 Jericho Tpke","NY","40.72963,-73.69909"
"WALGREENS #07831","ANY198806","8345 Langdale St","NY","40.739835,-73.700293"
"ESTHER PHARMACY","ABS004752","71 S Broadway","NY","40.931488,-73.898818"
"RITE AID #10620","ANY128265","198 W Merrick Rd","NY","40.66658,-73.70426"
"WALGREENS #5005","APH283991","639 E 18th St","NJ","40.91736,-74.15535"
"JAM CONVENIENCE INC","ANY933135","782 Hempstead Tpke","NY","40.707547,-73.697276"
"PADA FOOD CORP","ANY034401","386 Fulton Ave","NY","40.709178,-73.620003"
"JOSHUA & JAY LLC","APH317872","355 Market St","NJ","40.914311,-74.163518"
"DOLLAR GENERAL #19197","APH328092","355 Market St","NJ","40.914569,-74.163111"
"THE CHECK CASHING PLACE #58","ANY932738","108 South 4th Ave","NY","40.908794,-73.836156"
"PARK AVE PHARMACY","APH244073","107 Park Ave","NJ","40.91543,-74.161943"
"7-ELEVEN #39643","APH338662","260 E Midland Ave","NJ","40.944883,-74.050874"
"TANGLEWOOD STATIONARY","ANY215945","2264 Central Park Ave","NY","40.975102,-73.832441"
"INNER CITY CK & PAYROLL","ANY236911","418b E Sandford Blvd","NY","40.901149,-73.820451"
"DOLLAR GENERAL #12063","APH323691","6 South Ave E","NJ","40.654473,-74.306732"
"7-ELEVEN #37718","APH307521","57 E 30th St","NJ","40.924226,-74.14292"
"YONKERS GROCERY & CONVENIENCE","ANY931342","795 Yonkers Ave","NY","40.922074,-73.863294"
"M A E 1040 TAXES CORP","ANY932408","86 Church Ave","NY","40.62467,-73.717468"
"KRAUSZER'S FOOD STORE","APH291646","10-16 River Rd","NJ","40.929656,-74.131557"
"WALGREENS #17192","ANY232412","14-15 Hempstead Turnpike","NY","40.706922,-73.693001"
"TRUST PHARMACY","ANY122863","201 Elm St","NY","40.93264,-73.88765"
"ALL CHECKS CASHED #16","ANY932716","48 Gramatan Ave","NY","40.913119,-73.837594"
"221 BALDWIN FUEL CORP","ANY221885","221 Baldwin Rd","NY","40.694991,-73.614702"
"JOES LIQUOR","APH174464","328 11th Ave","NJ","40.922364,-74.154229"
"DOLLAR GENERAL #19009","ANY240332","205 E 3rd St","NY","40.908734,-73.827981"
"7-ELEVEN #35620","APH276973","1100 St Georges Ave","NJ","40.608374,-74.287735"
"7-ELEVEN #34989","APH246305","12-06 River Rd","NJ","40.931115,-74.132231"
"WALGREENS #9332","APH284903","50 South Ave W","NJ","40.653757,-74.310663"
"RITE AID #10548","ANY182801","47 E Prospect Ave","NY","40.913177,-73.834877"
"7-ELEVEN #35634","ANY201667","415 Mill Rd","NY","40.6435,-73.7041"
"7-ELEVEN #35033","APH263652","10 Westfield Ave","NJ","40.618037,-74.29555"
"7-ELEVEN #37190","APH295628","262 Main St","NJ","40.915982,-74.17347"
"WALGREENS #19723","APH312349","325 Kinderkamack Rd","NJ","40.951759,-74.032384"
"CENTRAL MEAT MARKET OF MT VERN","ANY932035","72 W Lincoln Ave","NY","40.917358,-73.840532"
"DRUG ZONE PHARMACY LLC","APH310831","75 Market St Ste A","NJ","40.915633,-74.17512"
"C TOWN SUPERMARKET","APH305431","444 Madison Ave","NJ","40.925698,-74.152164"
"RONALD S WIRELESSPLUS 2 INC","ANY928395","1314 Hempstead Tpke","NY","40.708292,-73.689162"
"UNITED CHECK CASHING PATERSON","APH318246","430 Madison Ave","NJ","40.926066,-74.152025"
"7-ELEVEN #33256","APH168195","205 Us Highway 22","NJ","40.685611,-74.321141"
"7-ELEVEN #39854","ANY225328","160 Covert Ave","NY","40.718253,-73.688715"
"7-ELEVEN #35676","ANY189017","58 E Merrick Rd","NY","40.66396,-73.69508"
"S&S WOODMERE INC","ANY165158","1064 Broadway","NY","40.632347,-73.70659"
"WALGREENS #4287","APH283836","786 Saint Georges Ave","NJ","40.604754,-74.289929"
"7-ELEVEN #34549","ANY156721","100 E Sunrise Hwy","NY","40.65867,-73.69572"
"7-ELEVEN #11436","APH136899","565 Morris Ave","NJ","40.716325,-74.324608"
"SUNRISE CHECK CASHING SVCS #1","ANY154905","580 Sunrise Hwy","NY","40.65647,-73.61478"
"WALGREENS #15595","APH302494","587 Millburn Ave","NJ","40.717337,-74.325355"
"KRAUSZER FOOD STORE","APH304771","724 S Springfield Ave","NJ","40.689948,-74.324173"
"JR TAXATION","APH301909","1006 Rahway Ave","NJ","40.575946,-74.26968"
"MIKE CONVENIENCE","ANY212645","804 Jericho Tpke","NY","40.7322,-73.68695"
"17 W BROADWAY TRADING CORP","APH013039","17 W Broadway","NJ","40.919494,-74.173673"
"VS PRINT & SHIP","ANY936468","205 Rockaway Ave","NY","40.657722,-73.693714"
"DUANE READE #14269","ANY219257","1338 Broadway # 1340","NY","40.64025,-73.699855"
"ASHBURTON PHARMACY INC","ANY183187","180 Ashburton Ave","NY","40.93955,-73.88917"
"TENS PHARMACY","APH334789","178 Eagle Rock  Ave Unit 4","NJ","40.820777,-74.294697"
"WALGREENS #7057","ANY198707","730 Franklin Ave","NY","40.68916,-73.68571"
"WALGREENS #18312","APH312008","142 Central Ave","NJ","40.630627,-74.309569"
"7-ELEVEN #20610","APH275136","1099 Route 1","NJ","40.585194,-74.280962"
"7-ELEVEN #11437","APH136909","280 S Livingston Ave","NJ","40.786855,-74.313884"
"STOP & SHOP #2590","ANY213503","460 Franklin Ave","NY","40.695363,-73.683642"
"IDEAL FOOD BASKET","ANY214472","856-866 Merrick Rd","NY","40.650513,-73.610166"
"7-ELEVEN #34920","ANY177324","1599 Hillside Ave","NY","40.74806,-73.68554"
"7-ELEVEN #11435","APH136888","218 Pompton Tnpk","NJ","40.880878,-74.24224"
"PRESIDENTIAL PHARMACY","APH271561","121 W Broadway","NJ","40.921869,-74.176589"
"ROMERO CONVENIENCE STORES INC","ANY930406","459 Jerusalem Ave","NY","40.70173,-73.599999"
"CARMENS PHARMACY & MEDICAL SUP","APH339762","418 River St","NJ","40.929337,-74.161513"
"KMART #3438","APH032146","1550 Saint Georges Ave","NJ","40.591435,-74.289031"
"MAHARANI APPLIANCES INC","ANY233369","1620 Hillside Ave","NY","40.748993,-73.683443"
"7-ELEVEN #33431","APH167194","309 North Ave At Cedcar St","NJ","40.653599,-74.322423"
"WALGREENS #18373","ANY232456","392-410 Plandome Rd","NY","40.798185,-73.699648"
"KING KULLEN #8","ANY107079","1430 Northern Blvd","NY","40.798209,-73.699645"
"WALGREENS #2849","APH283551","45 S Livingston Ave Ste 1","NJ","40.794159,-74.314272"
"BRAVO SUPERMARKET","APH336604","74 E 15th St","NJ","40.933341,-74.154024"
"STOP & SHOP #888","APH155742","1220 Hamburg Turnpike & Alps Road","NJ","40.963797,-74.24508"
"KING KULLEN #14","ANY026965","1765 Peninsula Blvd","NY","40.64965,-73.69035"
"MOUNTAIN VARIETY","APH251716","717 Mountain Ave","NJ","40.690568,-74.331244"
"DOLLAR GENERAL #12935","APH324175","82 E 15th St","NJ","40.933501,-74.154219"
"7-ELEVEN #11175","ANY089401","83 Franklin Ave","NY","40.67672,-73.68288"
"NOYA BAZAAR SUPERMARKET","APH334767","139 Wayne Ave","NJ","40.919269,-74.186532"
"CONVENIENT INVESTMENT LLC","APH339519","77 Mountain Avenue","NJ","40.690753,-74.331339"
"UNITED CHECK CASHING #86","APH292317","79 Union Blvd","NJ","40.910412,-74.20335"
"MASTER BUSINESS CENTER","ANY217772","520 Jerusalem Ave","NY","40.70124,-73.59751"
"WALGREENS #4361","APH283858","17-77 River Rd","NJ","40.939088,-74.139634"
"UNITED CHECK CASHING","APH339795","79 Union Blvd","NJ","40.910505,-74.203519"
"SUNRISE CHECK CASHING SVCS #7","ANY155005","1517 Jericho Tpke","NY","40.734047,-73.679522"
"UNION 5 AND 10","APH176301","392 Union Ave","NJ","40.920542,-74.185874"
"7-ELEVEN #34757","ANY189161","1700 Broadway","NY","40.64717,-73.68983"
"ACME #1782","APH328849","1060 Raritan Rd","NJ","40.628265,-74.31452"
"RITE AID #01203","ANY149626","178 New Hyde Park Rd","NY","40.712531,-73.676269"
"KING KULLEN #34","ANY027175","206 New Hyde Park Rd","NY","40.713092,-73.676014"
"MAIN STREET PHARMACY INC","ANY219916","761 Main St","NY","40.90255,-73.79041"
"SABRINAS CHECK CASHING","ANY019013","571 Uniondale Ave","NY","40.701048,-73.593126"
"LAKE AVE VARIETY DISCOUNT","ANY196266","134 Lake Ave","NY","40.946851,-73.886655"
"7-ELEVEN #38350","ANY929802","558 Merrick Rd","NY","40.659913,-73.68227"
"FRANKLIN SQUARE PHARMACY","ANY009070","925 Hempstead Tpke","NY","40.70732,-73.67455"
"7-ELEVEN #11438","APH136921","576 Bloomfield Ave","NJ","40.845525,-74.287735"
"ONEILLS COUNTRY STORE","ANY148472","346 Mamaroneck Ave","NY","40.95159,-73.73553"
"7-ELEVEN #11430","APH136844","921 Mountain Ave","NJ","40.686042,-74.336024"
"WALGREENS #12792","APH286895","350 Preakness Ave","NJ","40.921846,-74.193373"
"7-ELEVEN #39252","APH225296","202 Ryerson Ave","NJ","40.922198,-74.193077"
"ZT CONVININCE","APH330257","152 Haledon Ave","NJ","40.931289,-74.174279"
"AFFAN MINI MARKET & DELI LLC","APH335757","332 Chamberlain Ave","NJ","40.922935,-74.192342"
"SHOP RITE AT VETERANS ROAD","ANY218267","3010 Veterans Rd W","NY","40.528824,-74.235137"
"WALGREENS #12593","APH286828","1303 Saint Georges Ave","NJ","40.583792,-74.293325"
"7-ELEVEN #23790","ANY090588","850 Hempstead Tpke","NY","40.70701,-73.67124"
"7-ELEVEN #11455","APH137054","1265 Saint Georges Ave","NJ","40.58204,-74.293923"
"7-ELEVEN #39776","APH299523","51 Willowbrook Blvd","NJ","40.889259,-74.248699"
"7-ELEVEN #32951","ANY091666","2090 Hillside Ave","NY","40.75145,-73.67348"
"E Z CHECK","APH271693","180 Lake Ave","NJ","40.6065,-74.311459"
"7-ELEVEN #39712","APH285036","639 Route 17 South","NJ","40.962244,-74.076804"
"WEBSTER FOOD MART INC","ANY134259","210 Webster Ave","NY","40.91085,-73.79202"
"7-ELEVEN #39436","ANY932903","15 Page Ave","NY","40.524353,-74.234394"
"BRAVO SUPERMARKET","ANY165938","306 Post Ave","NY","40.75978,-73.58793"
"7-ELEVEN #39436","ANY164795","15 Page Ave","NY","40.52427,-74.23472"
"PAGE AVE CHECK CASHING LLC","ANY151342","27 Page Ave","NY","40.52382,-74.23481"
"7-ELEVEN #37733","ANY234591","2 Franklin Ave","NY","40.666808,-73.671248"
"WALGREENS #4545","APH283902","17 Green St","NJ","40.557182,-74.277176"
"PAY-O-MATIC #553","ANY165707","129 W Sunrise Hwy Ste A","NY","40.656108,-73.587227"
"STOP & SHOP #2819","APH298951","400 Demarest Ave","NJ","40.969096,-73.962963"
"LYNBROOK VILLAGE CONVENIENCE","ANY934048","353 Merrick Rd","NY","40.657396,-73.672921"
"7-ELEVEN #37561","APH303693","800 Central Ave","NJ","40.644578,-74.335171"
"WALGREENS #7794","APH284738","601 Passaic Ave","NJ","40.852471,-74.294777"
"WALGREENS #10134","ANY199313","652 Hempstead Tpke","NY","40.70663,-73.66353"
"WALGREENS #5955","ANY198565","2282 Jericho Tpke","NY","40.74043,-73.66429"
"ITTRA INC","ANY929846","162 Shore Rd","NY","40.842571,-73.707679"
"PLS CHECK CASHERS CC901","ANY016010","10 E Sunrise Hwy","NY","40.656222,-73.581905"
"FIRST AID RX LLC","APH306377","397 Haledon Ave Ste 102","NJ","40.937604,-74.181738"
"VALDEZ SUPERMARKET","APH319555","405 Watchung Ave","NJ","40.618066,-74.417967"
"STOP & SHOP #546","ANY107837","65 Shore Rd","NY","40.83695,-73.70245"
"ACME #2437","ANY241047","12 Cedar St","NY","40.938904,-73.83304"
